order_id,customer_id,product_id,quantity,order_date,name,age,gender,city,product_name,category,price,year,month
O01213,C0449,P013,2,2023-06-22,James,22,Male,Lake Mary,Drive,Electronics,474.22,2023,June
O01214,C0358,P034,5,2023-06-29,Catherine,20,Male,East David,Many,Electronics,525.45,2023,June
O01215,C0034,P046,4,2023-06-03,Raymond,32,Male,Torresshire,Around,Electronics,900.08,2023,June
O01216,C0309,P094,5,2023-06-13,Danielle,34,Male,Mitchellshire,North,Electronics,613.4,2023,June
O01217,C0378,P042,4,2023-06-27,Frank,59,Female,East Thomasshire,Find,Accessories,304.87,2023,June
O01218,C0356,P004,1,2023-06-24,Nathan,59,Male,Gonzalezfort,Evening,Clothing,138.74,2023,June
O01219,C0329,P083,2,2023-06-27,Stephanie,22,Male,East Beckychester,Ready,Accessories,255.54,2023,June
O01220,C0323,P057,2,2023-06-05,Mitchell,38,Male,Port Deannaberg,On,Accessories,621.97,2023,June
O01221,C0002,P052,2,2023-06-08,William,46,Male,Port Charlesshire,List,Clothing,940.13,2023,June
O01222,C0322,P040,3,2023-06-04,Russell,51,Male,Port Derek,Some,Electronics,380.06,2023,June
O01223,C0295,P011,1,2023-06-19,Jason,19,Female,Lake Tyler,Senior,Electronics,761.43,2023,June
O01224,C0081,P032,5,2023-06-24,Heidi,38,Female,Figueroaborough,Most,Clothing,815.5,2023,June
O01225,C0366,P099,2,2023-06-17,Brian,19,Female,Jonathanview,So,Electronics,698.17,2023,June
O01226,C0434,P077,4,2023-06-30,Lawrence,43,Male,West Lisabury,Government,Clothing,233.11,2023,June
O01227,C0406,P041,4,2023-06-04,Kirsten,23,Female,Lake Jacquelineview,Behind,Footwear,465.37,2023,June
O01228,C0245,P095,2,2023-06-17,Andrea,49,Female,North Courtneyborough,Program,Clothing,23.02,2023,June
O01229,C0134,P023,5,2023-06-22,Kaylee,20,Male,Rodriguezstad,Seem,Footwear,71.16,2023,June
O01230,C0424,P042,3,2023-06-27,Stacey,33,Female,Garymouth,Find,Accessories,304.87,2023,June
O01231,C0102,P011,4,2023-06-19,Kayla,41,Female,South Waynefurt,Senior,Electronics,761.43,2023,June
O01232,C0189,P024,4,2023-06-25,Thomas,26,Male,Robertland,Night,Footwear,742.42,2023,June
O01233,C0449,P049,5,2023-06-30,James,22,Male,Lake Mary,Town,Electronics,906.94,2023,June
O01234,C0115,P003,1,2023-06-17,Danny,26,Female,Courtneyhaven,Number,Home,339.92,2023,June
O01235,C0473,P072,5,2023-06-09,Paul,50,Female,Lynnview,Phone,Footwear,847.22,2023,June
O01236,C0321,P030,1,2023-06-16,Matthew,44,Female,Mcbrideside,Ask,Footwear,167.84,2023,June
O01237,C0499,P060,2,2023-06-29,Rachel,52,Male,Anthonymouth,Management,Home,789.65,2023,June
O01238,C0135,P090,2,2023-06-03,Elizabeth,18,Female,West Sheilafort,Perform,Electronics,947.55,2023,June
O01239,C0026,P052,5,2023-06-08,Angelica,29,Female,Travishaven,List,Clothing,940.13,2023,June
O01240,C0220,P077,3,2023-06-20,Joshua,49,Male,Rogersport,Government,Clothing,233.11,2023,June
O01241,C0077,P012,3,2023-06-04,Angela,25,Male,Port Jasonton,Section,Footwear,597.66,2023,June
O01242,C0088,P073,1,2023-06-25,Kimberly,42,Male,Victoriaview,Second,Electronics,131.85,2023,June
O01243,C0008,P092,5,2023-06-26,Derrick,36,Male,Schmidtshire,Coach,Electronics,588.3,2023,June
O01244,C0223,P099,4,2023-06-11,Toni,34,Male,East Marcusville,So,Electronics,698.17,2023,June
O01245,C0424,P087,4,2023-06-11,Stacey,33,Female,Garymouth,Body,Footwear,585.47,2023,June
O01246,C0061,P029,2,2023-06-27,Tonya,57,Female,New Joannburgh,Believe,Electronics,205.62,2023,June
O01247,C0098,P035,3,2023-06-19,Dana,41,Female,New William,First,Clothing,362.04,2023,June
O01248,C0383,P064,4,2023-06-24,Monica,30,Male,Gloriamouth,Likely,Home,745.23,2023,June
O01249,C0067,P056,2,2023-06-13,David,46,Female,Riveraburgh,While,Footwear,795.06,2023,June
O01250,C0308,P028,3,2023-06-26,Jeffrey,20,Female,Lake Robin,Work,Home,796.29,2023,June
O01251,C0373,P087,2,2023-06-24,Megan,50,Female,Mcmillanmouth,Body,Footwear,585.47,2023,June
O01252,C0215,P024,4,2023-06-24,Sara,19,Female,Samuelborough,Night,Footwear,742.42,2023,June
O01253,C0406,P019,1,2023-06-08,Kirsten,23,Female,Lake Jacquelineview,Feeling,Accessories,128.68,2023,June
O01254,C0149,P034,2,2023-06-30,Matthew,49,Female,East Robertberg,Many,Electronics,525.45,2023,June
O01255,C0317,P058,2,2023-06-14,Angela,55,Male,South Jesusfort,Job,Accessories,535.79,2023,June
O01256,C0190,P075,4,2023-06-07,Lauren,54,Female,Isabellaton,Some,Accessories,798.31,2023,June
O01257,C0044,P002,4,2023-06-05,Jeffrey,21,Female,New Robert,Least,Accessories,56.56,2023,June
O01258,C0069,P042,4,2023-06-04,Sean,43,Male,Hebertport,Find,Accessories,304.87,2023,June
O01259,C0352,P028,4,2023-06-06,Kimberly,50,Male,Camachoside,Work,Home,796.29,2023,June
O01260,C0363,P055,5,2023-06-07,James,64,Male,Leahmouth,According,Footwear,143.58,2023,June
O01261,C0132,P010,1,2023-06-09,Sean,64,Male,Ryanborough,Able,Home,683.1,2023,June
O01262,C0286,P008,1,2023-06-15,Brandon,37,Female,Richardshire,Table,Clothing,810.83,2023,June
O01263,C0171,P031,4,2023-06-14,Ashley,61,Female,Thomasbury,Eat,Clothing,168.44,2023,June
O01264,C0466,P046,5,2023-06-09,Chloe,29,Female,Port Nataliemouth,Around,Electronics,900.08,2023,June
O01265,C0481,P086,5,2023-06-28,Caitlin,48,Male,Michaelville,Edge,Home,908.91,2023,June
O01266,C0364,P096,1,2023-06-19,Sean,39,Female,Fredbury,Service,Footwear,872.76,2023,June
O01267,C0003,P033,5,2023-06-02,Ellen,32,Male,South Thomasmouth,The,Footwear,666.87,2023,June
O01268,C0318,P049,3,2023-06-16,Lisa,62,Female,Williamfurt,Town,Electronics,906.94,2023,June
O01269,C0203,P086,3,2023-06-18,Adrian,20,Male,West Jacqueline,Edge,Home,908.91,2023,June
O01270,C0068,P072,1,2023-06-12,Kathy,35,Female,Gambleport,Phone,Footwear,847.22,2023,June
O01271,C0298,P023,3,2023-06-23,Alex,58,Male,East Alexville,Seem,Footwear,71.16,2023,June
O01272,C0087,P065,4,2023-06-04,Kathryn,43,Male,Brandiport,Environmental,Electronics,38.36,2023,June
O01273,C0477,P044,4,2023-06-11,Nathan,27,Male,New Tiffany,Detail,Home,505.21,2023,June
O01274,C0068,P012,3,2023-06-18,Kathy,35,Female,Gambleport,Section,Footwear,597.66,2023,June
O01275,C0364,P068,4,2023-06-14,Sean,39,Female,Fredbury,Market,Accessories,877.38,2023,June
O01276,C0073,P034,1,2023-06-16,Mary,53,Male,West Richardborough,Many,Electronics,525.45,2023,June
O01277,C0161,P006,2,2023-06-22,Jeffrey,49,Female,South Davidview,Keep,Electronics,990.01,2023,June
O01278,C0256,P036,3,2023-06-08,Ashley,42,Female,New Laurenland,News,Clothing,877.81,2023,June
O01279,C0475,P056,3,2023-06-09,Brooke,54,Male,Edwardmouth,While,Footwear,795.06,2023,June
O01280,C0463,P034,5,2023-06-29,James,47,Female,Lake Brandonberg,Many,Electronics,525.45,2023,June
O01281,C0425,P098,3,2023-06-26,Susan,30,Male,East Tina,Decision,Accessories,567.31,2023,June
O01282,C0265,P041,4,2023-06-30,James,19,Female,North Adamton,Behind,Footwear,465.37,2023,June
O01283,C0458,P022,3,2023-06-05,Elizabeth,46,Female,Pamelafurt,Tax,Home,185.33,2023,June
O01284,C0378,P063,2,2023-06-12,Frank,59,Female,East Thomasshire,Table,Home,252.25,2023,June
O01285,C0285,P085,4,2023-06-16,Connie,57,Female,Geoffreychester,Really,Electronics,185.69,2023,June
O01286,C0028,P025,2,2023-06-23,Crystal,61,Male,Theodoreland,General,Accessories,576.6,2023,June
O01287,C0028,P030,2,2023-06-12,Crystal,61,Male,Theodoreland,Ask,Footwear,167.84,2023,June
O01288,C0019,P061,3,2023-06-27,Karen,41,Female,South Denise,Stage,Clothing,155.92,2023,June
O01289,C0084,P091,4,2023-06-10,Michael,35,Male,Robinsonhaven,Foot,Clothing,157.58,2023,June
O01290,C0224,P015,4,2023-06-01,Christina,55,Female,New Ashlee,Strategy,Home,352.12,2023,June
O01291,C0021,P057,3,2023-06-21,Caitlin,47,Male,South Mark,On,Accessories,621.97,2023,June
O01292,C0364,P072,4,2023-06-29,Sean,39,Female,Fredbury,Phone,Footwear,847.22,2023,June
O01293,C0235,P064,1,2023-06-20,Alyssa,33,Female,Sandovalberg,Likely,Home,745.23,2023,June
O01294,C0434,P093,2,2023-06-02,Lawrence,43,Male,West Lisabury,Why,Clothing,508.36,2023,June
O01295,C0064,P045,1,2023-06-27,James,23,Female,Jefferyshire,Compare,Footwear,236.05,2023,June
O01296,C0105,P037,2,2023-06-24,Donald,25,Male,Gloriaton,Store,Home,395.48,2023,June
O01297,C0428,P022,5,2023-06-22,Robert,36,Male,Waltertown,Tax,Home,185.33,2023,June
O01298,C0411,P083,3,2023-07-19,Kent,25,Male,East Adamfort,Ready,Accessories,255.54,2023,July
O01299,C0166,P008,1,2023-07-29,Henry,59,Male,Dustinburgh,Table,Clothing,810.83,2023,July
O01300,C0281,P078,4,2023-07-22,Jim,28,Male,North Larry,Where,Accessories,723.64,2023,July
O01301,C0048,P052,3,2023-07-19,James,43,Male,South Dawnland,List,Clothing,940.13,2023,July
O01302,C0092,P031,4,2023-07-07,Laurie,32,Male,West Gregory,Eat,Clothing,168.44,2023,July
O01303,C0046,P003,2,2023-07-19,Jonathan,31,Male,Carolhaven,Number,Home,339.92,2023,July
O01304,C0084,P050,4,2023-07-01,Michael,35,Male,Robinsonhaven,Operation,Accessories,626.12,2023,July
O01305,C0146,P083,2,2023-07-17,Jillian,30,Female,Josefort,Ready,Accessories,255.54,2023,July
O01306,C0062,P039,4,2023-07-25,Adrian,21,Male,Savagemouth,Bed,Clothing,441.94,2023,July
O01307,C0411,P056,3,2023-07-19,Kent,25,Male,East Adamfort,While,Footwear,795.06,2023,July
O01308,C0463,P088,5,2023-07-06,James,47,Female,Lake Brandonberg,Trip,Electronics,403.85,2023,July
O01309,C0068,P046,1,2023-07-14,Kathy,35,Female,Gambleport,Around,Electronics,900.08,2023,July
O01310,C0427,P048,5,2023-07-30,Wanda,47,Male,Ayersport,Consumer,Clothing,545.84,2023,July
O01311,C0103,P063,4,2023-07-03,Deborah,28,Male,Nicolechester,Table,Home,252.25,2023,July
O01312,C0454,P050,4,2023-07-08,Jimmy,43,Female,East Rogerberg,Operation,Accessories,626.12,2023,July
O01313,C0138,P073,5,2023-07-25,Corey,31,Male,West Gregory,Second,Electronics,131.85,2023,July
O01314,C0217,P012,4,2023-07-16,Kara,43,Female,Melissatown,Section,Footwear,597.66,2023,July
O01315,C0416,P048,5,2023-07-22,Derek,21,Male,North Mary,Consumer,Clothing,545.84,2023,July
O01316,C0096,P056,4,2023-07-04,Keith,24,Male,North Billy,While,Footwear,795.06,2023,July
O01317,C0048,P006,5,2023-07-29,James,43,Male,South Dawnland,Keep,Electronics,990.01,2023,July
O01318,C0175,P060,2,2023-07-11,Jacqueline,28,Male,Fisherport,Management,Home,789.65,2023,July
O01319,C0332,P088,2,2023-07-01,Thomas,52,Male,Port Cassidy,Trip,Electronics,403.85,2023,July
O01320,C0477,P064,5,2023-07-10,Nathan,27,Male,New Tiffany,Likely,Home,745.23,2023,July
O01321,C0323,P083,5,2023-07-22,Mitchell,38,Male,Port Deannaberg,Ready,Accessories,255.54,2023,July
O01322,C0043,P038,4,2023-07-22,Tiffany,35,Male,East Annabury,Black,Electronics,817.52,2023,July
O01323,C0224,P011,4,2023-07-04,Christina,55,Female,New Ashlee,Senior,Electronics,761.43,2023,July
O01324,C0154,P020,2,2023-07-13,Brittany,56,Female,West Jessica,Light,Accessories,732.21,2023,July
O01325,C0351,P039,2,2023-07-12,Christine,40,Male,Jasminborough,Bed,Clothing,441.94,2023,July
O01326,C0268,P055,3,2023-07-19,Gary,22,Female,Youngborough,According,Footwear,143.58,2023,July
O01327,C0292,P007,5,2023-07-30,Rebecca,35,Female,East Edward,Finish,Clothing,325.74,2023,July
O01328,C0040,P006,5,2023-07-31,Wayne,38,Female,Catherineshire,Keep,Electronics,990.01,2023,July
O01329,C0056,P066,4,2023-07-04,Sarah,64,Male,Christiantown,Such,Accessories,572.04,2023,July
O01330,C0212,P013,4,2023-07-27,Mackenzie,50,Male,New Brianna,Drive,Electronics,474.22,2023,July
O01331,C0339,P093,5,2023-07-11,Cynthia,23,Male,South Baileyfurt,Why,Clothing,508.36,2023,July
O01332,C0417,P033,3,2023-07-05,Tiffany,23,Female,Ericatown,The,Footwear,666.87,2023,July
O01333,C0131,P075,1,2023-07-01,Melanie,54,Male,Woodfort,Some,Accessories,798.31,2023,July
O01334,C0394,P065,1,2023-07-03,Tyler,40,Male,Rachelville,Environmental,Electronics,38.36,2023,July
O01335,C0059,P095,4,2023-07-15,Erika,34,Female,East Sherri,Program,Clothing,23.02,2023,July
O01336,C0092,P024,4,2023-07-27,Laurie,32,Male,West Gregory,Night,Footwear,742.42,2023,July
O01337,C0024,P011,4,2023-07-23,Amber,38,Male,Travisfurt,Senior,Electronics,761.43,2023,July
O01338,C0449,P091,3,2023-07-22,James,22,Male,Lake Mary,Foot,Clothing,157.58,2023,July
O01339,C0161,P076,4,2023-07-16,Jeffrey,49,Female,South Davidview,Amount,Electronics,154.17,2023,July
O01340,C0388,P086,4,2023-07-15,Carrie,18,Male,Turnerborough,Edge,Home,908.91,2023,July
O01341,C0320,P034,3,2023-07-21,Lance,44,Male,Port Monicamouth,Many,Electronics,525.45,2023,July
O01342,C0495,P024,2,2023-07-31,Austin,44,Male,Mikeside,Night,Footwear,742.42,2023,July
O01343,C0095,P011,5,2023-07-09,Juan,42,Female,Patriciamouth,Senior,Electronics,761.43,2023,July
O01344,C0133,P087,1,2023-07-20,Haley,31,Male,West Chad,Body,Footwear,585.47,2023,July
O01345,C0223,P069,1,2023-07-22,Toni,34,Male,East Marcusville,Prepare,Accessories,345.37,2023,July
O01346,C0003,P051,1,2023-07-01,Ellen,32,Male,South Thomasmouth,Part,Footwear,121.31,2023,July
O01347,C0007,P022,4,2023-07-11,James,56,Male,South Stacy,Tax,Home,185.33,2023,July
O01348,C0236,P089,4,2023-07-02,Dana,46,Male,Stephenfort,Value,Accessories,464.7,2023,July
O01349,C0445,P085,5,2023-07-21,Charles,62,Male,Whiteville,Really,Electronics,185.69,2023,July
O01350,C0372,P063,3,2023-07-20,Eduardo,57,Female,Hunterstad,Table,Home,252.25,2023,July
O01351,C0317,P079,3,2023-07-31,Angela,55,Male,South Jesusfort,Dream,Clothing,721.44,2023,July
O01352,C0354,P087,4,2023-07-15,Bryan,35,Male,Port Amyfurt,Body,Footwear,585.47,2023,July
O01353,C0412,P039,1,2023-07-11,Brandon,61,Male,New Lauraberg,Bed,Clothing,441.94,2023,July
O01354,C0065,P018,1,2023-07-31,Samuel,59,Female,South Destiny,Maybe,Accessories,965.2,2023,July
O01355,C0098,P015,1,2023-07-24,Dana,41,Female,New William,Strategy,Home,352.12,2023,July
O01356,C0357,P025,1,2023-07-24,Cameron,48,Male,Sanchezberg,General,Accessories,576.6,2023,July
O01357,C0108,P062,2,2023-07-30,William,50,Male,Jonathanport,Program,Clothing,315.16,2023,July
O01358,C0333,P031,4,2023-07-31,Christopher,34,Female,North Isaactown,Eat,Clothing,168.44,2023,July
O01359,C0432,P081,5,2023-07-26,Christine,43,Male,Lake Randyport,Change,Accessories,695.48,2023,July
O01360,C0098,P012,3,2023-07-19,Dana,41,Female,New William,Section,Footwear,597.66,2023,July
O01361,C0395,P060,2,2023-07-05,Chelsea,32,Male,Foleymouth,Management,Home,789.65,2023,July
O01362,C0243,P055,1,2023-07-07,Margaret,36,Male,Allenside,According,Footwear,143.58,2023,July
O01363,C0060,P022,2,2023-07-28,Russell,53,Female,East Jonathon,Tax,Home,185.33,2023,July
O01364,C0379,P090,4,2023-07-02,Roger,43,Female,Contreraschester,Perform,Electronics,947.55,2023,July
O01365,C0351,P044,5,2023-08-16,Christine,40,Male,Jasminborough,Detail,Home,505.21,2023,August
O01366,C0437,P092,4,2023-08-01,Elizabeth,29,Female,West Patricia,Coach,Electronics,588.3,2023,August
O01367,C0068,P038,4,2023-08-28,Kathy,35,Female,Gambleport,Black,Electronics,817.52,2023,August
O01368,C0492,P054,3,2023-08-15,Douglas,19,Male,Jonathanport,Follow,Electronics,338.23,2023,August
O01369,C0408,P061,2,2023-08-19,Zachary,60,Female,East Kellyfort,Stage,Clothing,155.92,2023,August
O01370,C0319,P027,3,2023-08-08,Heidi,25,Male,Nathanieltown,Ahead,Clothing,144.07,2023,August
O01371,C0354,P096,1,2023-08-07,Bryan,35,Male,Port Amyfurt,Service,Footwear,872.76,2023,August
O01372,C0342,P062,2,2023-08-10,Rachel,54,Male,Calebtown,Program,Clothing,315.16,2023,August
O01373,C0089,P026,2,2023-08-19,Dillon,62,Male,Port Catherineside,North,Accessories,842.62,2023,August
O01374,C0311,P063,1,2023-08-27,Nathaniel,29,Male,Amandamouth,Table,Home,252.25,2023,August
O01375,C0407,P054,4,2023-08-27,Adrian,32,Female,South Jeffreychester,Follow,Electronics,338.23,2023,August
O01376,C0156,P031,2,2023-08-13,Lauren,32,Male,Port Kathryn,Eat,Clothing,168.44,2023,August
O01377,C0286,P007,1,2023-08-02,Brandon,37,Female,Richardshire,Finish,Clothing,325.74,2023,August
O01378,C0184,P034,3,2023-08-11,Diane,20,Male,Port Kennethtown,Many,Electronics,525.45,2023,August
O01379,C0347,P021,2,2023-08-01,Hector,52,Male,Boothfurt,Art,Electronics,938.65,2023,August
O01380,C0424,P065,1,2023-08-04,Stacey,33,Female,Garymouth,Environmental,Electronics,38.36,2023,August
O01381,C0414,P009,3,2023-08-21,Rachel,22,Female,New Elizabethland,Manage,Accessories,258.37,2023,August
O01382,C0221,P015,5,2023-08-28,Hannah,21,Male,North Johnfurt,Strategy,Home,352.12,2023,August
O01383,C0117,P016,5,2023-08-23,Daniel,29,Male,Scottbury,Mind,Footwear,929.88,2023,August
O01384,C0115,P063,3,2023-08-14,Danny,26,Female,Courtneyhaven,Table,Home,252.25,2023,August
O01385,C0175,P046,1,2023-08-14,Jacqueline,28,Male,Fisherport,Around,Electronics,900.08,2023,August
O01386,C0395,P072,3,2023-08-28,Chelsea,32,Male,Foleymouth,Phone,Footwear,847.22,2023,August
O01387,C0459,P020,5,2023-08-16,Ian,31,Female,Lake Robertland,Light,Accessories,732.21,2023,August
O01388,C0310,P086,1,2023-08-24,Sarah,50,Female,Johnsonmouth,Edge,Home,908.91,2023,August
O01389,C0362,P007,4,2023-08-19,Christina,49,Male,Thomasside,Finish,Clothing,325.74,2023,August
O01390,C0410,P059,1,2023-08-20,Randy,50,Male,Bennettfurt,Network,Home,894.42,2023,August
O01391,C0500,P014,5,2023-08-24,Jasmine,50,Male,North Mark,Yes,Footwear,414.78,2023,August
O01392,C0313,P014,5,2023-08-18,Anthony,39,Female,Anthonymouth,Yes,Footwear,414.78,2023,August
O01393,C0022,P065,1,2023-08-10,Brian,55,Female,Oliviaburgh,Environmental,Electronics,38.36,2023,August
O01394,C0086,P081,1,2023-08-02,Kristen,41,Male,Lake Vicki,Change,Accessories,695.48,2023,August
O01395,C0446,P027,3,2023-08-16,William,18,Male,South Kimberlyton,Ahead,Clothing,144.07,2023,August
O01396,C0081,P094,3,2023-08-13,Heidi,38,Female,Figueroaborough,North,Electronics,613.4,2023,August
O01397,C0363,P057,5,2023-08-16,James,64,Male,Leahmouth,On,Accessories,621.97,2023,August
O01398,C0256,P094,1,2023-08-17,Ashley,42,Female,New Laurenland,North,Electronics,613.4,2023,August
O01399,C0079,P083,3,2023-08-19,Wanda,40,Male,Lake Nancy,Ready,Accessories,255.54,2023,August
O01400,C0172,P018,1,2023-08-24,Kelsey,61,Female,Karihaven,Maybe,Accessories,965.2,2023,August
O01401,C0435,P026,4,2023-08-20,Stephanie,40,Female,Dianaview,North,Accessories,842.62,2023,August
O01402,C0497,P054,1,2023-08-30,Susan,41,Male,Annaside,Follow,Electronics,338.23,2023,August
O01403,C0126,P061,3,2023-08-22,Jennifer,39,Female,East Lauren,Stage,Clothing,155.92,2023,August
O01404,C0147,P065,2,2023-08-29,Tracy,49,Male,Jeremytown,Environmental,Electronics,38.36,2023,August
O01405,C0044,P035,3,2023-08-27,Jeffrey,21,Female,New Robert,First,Clothing,362.04,2023,August
O01406,C0367,P097,4,2023-08-28,Gregory,44,Female,Merrittburgh,Away,Home,932.46,2023,August
O01407,C0185,P081,2,2023-08-16,Jason,56,Male,West Jason,Change,Accessories,695.48,2023,August
O01408,C0078,P097,5,2023-08-08,William,31,Female,Millerbury,Away,Home,932.46,2023,August
O01409,C0216,P030,2,2023-08-23,Donna,61,Female,Port Barbara,Ask,Footwear,167.84,2023,August
O01410,C0411,P055,4,2023-08-02,Kent,25,Male,East Adamfort,According,Footwear,143.58,2023,August
O01411,C0471,P053,4,2023-08-17,Wendy,56,Female,Craneport,Be,Home,629.57,2023,August
O01412,C0488,P067,3,2023-08-01,Jacob,21,Female,Jacobberg,Possible,Clothing,763.65,2023,August
O01413,C0484,P004,4,2023-08-14,Edward,49,Female,West Pamelahaven,Evening,Clothing,138.74,2023,August
O01414,C0075,P099,1,2023-08-19,David,48,Male,Robertchester,So,Electronics,698.17,2023,August
O01415,C0368,P067,1,2023-08-11,Spencer,59,Male,South Phillipland,Possible,Clothing,763.65,2023,August
O01416,C0044,P044,3,2023-08-18,Jeffrey,21,Female,New Robert,Detail,Home,505.21,2023,August
O01417,C0206,P099,2,2023-08-03,Jacob,19,Male,Jenkinsburgh,So,Electronics,698.17,2023,August
O01418,C0223,P008,4,2023-08-09,Toni,34,Male,East Marcusville,Table,Clothing,810.83,2023,August
O01419,C0389,P005,2,2023-08-29,Jason,25,Female,Maysburgh,Protect,Footwear,68.06,2023,August
O01420,C0463,P074,1,2023-08-21,James,47,Female,Lake Brandonberg,Add,Electronics,400.3,2023,August
O01421,C0324,P092,5,2023-08-14,Lisa,47,Male,North Mariafort,Coach,Electronics,588.3,2023,August
O01422,C0499,P038,4,2023-08-29,Rachel,52,Male,Anthonymouth,Black,Electronics,817.52,2023,August
O01423,C0206,P088,5,2023-08-16,Jacob,19,Male,Jenkinsburgh,Trip,Electronics,403.85,2023,August
O01424,C0448,P039,3,2023-08-04,Jennifer,56,Male,New Robertville,Bed,Clothing,441.94,2023,August
O01425,C0466,P045,1,2023-08-16,Chloe,29,Female,Port Nataliemouth,Compare,Footwear,236.05,2023,August
O01426,C0424,P036,5,2023-08-20,Stacey,33,Female,Garymouth,News,Clothing,877.81,2023,August
O01427,C0313,P019,4,2023-08-31,Anthony,39,Female,Anthonymouth,Feeling,Accessories,128.68,2023,August
O01428,C0229,P083,2,2023-08-21,Eric,39,Male,Melissafurt,Ready,Accessories,255.54,2023,August
O01429,C0455,P070,5,2023-08-12,Stephanie,33,Male,Danielmouth,Country,Home,822.15,2023,August
O01430,C0404,P080,4,2023-08-15,James,39,Female,Johnside,Organization,Footwear,642.94,2023,August
O01431,C0358,P045,4,2023-08-23,Catherine,20,Male,East David,Compare,Footwear,236.05,2023,August
O01432,C0398,P026,3,2023-08-14,Kyle,19,Male,Mariahaven,North,Accessories,842.62,2023,August
O01433,C0044,P005,5,2023-08-01,Jeffrey,21,Female,New Robert,Protect,Footwear,68.06,2023,August
O01434,C0172,P050,2,2023-08-06,Kelsey,61,Female,Karihaven,Operation,Accessories,626.12,2023,August
O01435,C0267,P070,3,2023-08-10,Steven,29,Female,Heatherborough,Country,Home,822.15,2023,August
O01436,C0110,P012,5,2023-08-24,Stephen,59,Female,North Sarahmouth,Section,Footwear,597.66,2023,August
O01437,C0283,P040,5,2023-08-07,Lori,53,Female,West Stevenville,Some,Electronics,380.06,2023,August
O01438,C0175,P097,2,2023-08-16,Jacqueline,28,Male,Fisherport,Away,Home,932.46,2023,August
O01439,C0012,P004,5,2023-08-12,Todd,41,Male,Sarahchester,Evening,Clothing,138.74,2023,August
O01440,C0304,P034,2,2023-08-15,Scott,38,Male,Rosemouth,Many,Electronics,525.45,2023,August
O01441,C0427,P100,3,2023-08-08,Wanda,47,Male,Ayersport,Everything,Home,922.89,2023,August
O01442,C0372,P055,5,2023-08-17,Eduardo,57,Female,Hunterstad,According,Footwear,143.58,2023,August
O01443,C0057,P094,1,2023-08-08,Anthony,52,Male,New Douglasberg,North,Electronics,613.4,2023,August
O01444,C0431,P048,3,2023-08-19,Scott,45,Female,Popeburgh,Consumer,Clothing,545.84,2023,August
O01445,C0322,P065,3,2023-08-30,Russell,51,Male,Port Derek,Environmental,Electronics,38.36,2023,August
O01446,C0218,P017,4,2023-09-02,Theodore,49,Male,East Mirandafurt,Happen,Accessories,831.47,2023,September
O01447,C0110,P058,1,2023-09-25,Stephen,59,Female,North Sarahmouth,Job,Accessories,535.79,2023,September
O01448,C0190,P087,5,2023-09-21,Lauren,54,Female,Isabellaton,Body,Footwear,585.47,2023,September
O01449,C0207,P076,5,2023-09-04,Molly,19,Male,Port Jessica,Amount,Electronics,154.17,2023,September
O01450,C0266,P100,4,2023-09-15,Suzanne,18,Female,Emilybury,Everything,Home,922.89,2023,September
O01451,C0447,P034,5,2023-09-10,Amber,33,Female,Laurieton,Many,Electronics,525.45,2023,September
O01452,C0256,P082,4,2023-09-19,Ashley,42,Female,New Laurenland,West,Footwear,545.01,2023,September
O01453,C0226,P089,4,2023-09-24,Briana,22,Male,East Roberto,Value,Accessories,464.7,2023,September
O01454,C0375,P054,2,2023-09-01,Eric,60,Female,North Jonathanview,Follow,Electronics,338.23,2023,September
O01455,C0074,P065,2,2023-09-15,Lisa,31,Male,Pattersonton,Environmental,Electronics,38.36,2023,September
O01456,C0249,P092,4,2023-09-11,Brian,57,Male,Valeriehaven,Coach,Electronics,588.3,2023,September
O01457,C0067,P091,5,2023-09-08,David,46,Female,Riveraburgh,Foot,Clothing,157.58,2023,September
O01458,C0442,P068,1,2023-09-26,Jacqueline,49,Female,West Staceystad,Market,Accessories,877.38,2023,September
O01459,C0356,P028,4,2023-09-24,Nathan,59,Male,Gonzalezfort,Work,Home,796.29,2023,September
O01460,C0243,P005,2,2023-09-19,Margaret,36,Male,Allenside,Protect,Footwear,68.06,2023,September
O01461,C0484,P072,3,2023-09-19,Edward,49,Female,West Pamelahaven,Phone,Footwear,847.22,2023,September
O01462,C0472,P016,5,2023-09-23,Julia,53,Male,Port Barbaraburgh,Mind,Footwear,929.88,2023,September
O01463,C0437,P053,1,2023-09-29,Elizabeth,29,Female,West Patricia,Be,Home,629.57,2023,September
O01464,C0062,P048,5,2023-09-21,Adrian,21,Male,Savagemouth,Consumer,Clothing,545.84,2023,September
O01465,C0149,P006,5,2023-09-22,Matthew,49,Female,East Robertberg,Keep,Electronics,990.01,2023,September
O01466,C0079,P016,3,2023-09-18,Wanda,40,Male,Lake Nancy,Mind,Footwear,929.88,2023,September
O01467,C0157,P048,3,2023-09-28,Russell,60,Male,Port Heather,Consumer,Clothing,545.84,2023,September
O01468,C0151,P063,1,2023-09-20,Caleb,47,Female,Stuartbury,Table,Home,252.25,2023,September
O01469,C0406,P019,2,2023-09-08,Kirsten,23,Female,Lake Jacquelineview,Feeling,Accessories,128.68,2023,September
O01470,C0402,P076,4,2023-09-12,Shawna,42,Female,Austinberg,Amount,Electronics,154.17,2023,September
O01471,C0025,P040,3,2023-09-10,Joseph,50,Male,South Ashley,Some,Electronics,380.06,2023,September
